_,Id,Name,RecordTypeId,hed__Contact__c,hed__Course_Offering__c,hed__Credits_Attempted__c,hed__Credits_Earned__c,hed__Grade__c,hed__Primary__c,hed__Program_Enrollment__c,hed__Status__c,hed__Credentialing_Identifier__c,hed__Display_Grade__c,hed__Verification_Status_Date__c,hed__Verification_Status__c,Amount__c,Birthdate__c,Cart_ID__c,Cart_Item__c,Course_Code__c,Course_Offering_End_Date__c,Course_Offering_Name__c,Course_Offering_Start_Date__c,Course_Primary_Delivery_Platform__c,External_Key__c,Facilitator_Bio__c,First_Name__c,Gender__c,IsActive__c,Is_Group_Registered__c,LMS_Integration_Status__c,Marks_Description__c,Marks__c,Nominated_Student_ID__c,Offering_End_Date__c,Offering_Start_Date__c,Paid_in_Full__c,Payment_Method__c,Pricing_Validation__c,Program_Offering__c,Purchased_Price__c,QUT_Student_ID__c,Recordtype_Name__c,Salutation__c,Transaction_ID__c,Certificate_Type__c,Course_Name__c,Paid_Amount__c,Attempt_No__c,Class_Registration_Start_Date__c,Course_Offering_Term_Name__c,Course__c,Enrollment_Stage__c,Enrollment_Status_Date__c,Enrollment_Status__c,Migration_Id__c,Requires_Class_Registration__c,Student_Has_Registered_For_Class__c
[hed__Course_Enrollment__c],a098q0000007pmkAAA,CC-0117,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000GrCCEA0,,,,TRUE,,,,,,,,3/11/86,,,EXOS0072,12/24/30,QUTeX Fundamentals: Information Technology: Artificial Intelligence,5/16/22,QUT Canvas,,,Anthony,,FALSE,FALSE,Not-Ready,,,,12/24/30,5/16/22,,,,,,,Faculty,MR,,Certificate of Participation,QUTeX Fundamentals: Information Technology: Artificial Intelligence,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q0000007pmlAAA,CC-0118,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000GrCDEA0,,,,TRUE,,,,,,,,3/11/86,,,EXOS0073,12/24/30,QUTeX Fundamentals: Information Technology: VR & AR,5/16/22,QUT Canvas,,,Anthony,,FALSE,FALSE,Not-Ready,,,,12/24/30,5/16/22,,,,,,,Faculty,MR,,Certificate of Participation,QUTeX Fundamentals: Information Technology: VR & AR,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q0000007pmmAAA,CC-0119,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000GrCEEA0,,,,TRUE,,,,,,,,3/11/86,,,EXOS0074,12/24/30,QUTeX Fundamentals: Lean Thinking,5/16/22,QUT Canvas,,,Anthony,,FALSE,FALSE,Not-Ready,,,,12/24/30,5/16/22,,,,,,,Faculty,MR,,Certificate of Participation,QUTeX Fundamentals: Lean Thinking,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q0000007pmnAAA,CC-0120,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000GrCFEA0,,,,TRUE,,,,,,,,3/11/86,,,EXOS0075,12/24/30,QUTeX Fundamentals: Managing People,5/16/22,QUT Canvas,,,Anthony,,FALSE,FALSE,Not-Ready,,,,12/24/30,5/16/22,,,,,,,Faculty,MR,,Certificate of Participation,QUTeX Fundamentals: Managing People,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q0000007pmoAAA,CC-0121,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000GrCGEA0,,,,TRUE,,,,,,,,3/11/86,,,EXOS0076,12/24/30,QUTeX Fundamentals: Organisational Design,5/16/22,QUT Canvas,,,Anthony,,FALSE,FALSE,Not-Ready,,,,12/24/30,5/16/22,,,,,,,Faculty,MR,,Certificate of Participation,QUTeX Fundamentals: Organisational Design,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q0000007pmpAAA,CC-0122,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000GrCHEA0,,,,TRUE,,,,,,,,3/11/86,,,EXOS0077,12/24/30,QUTeX Fundamentals: Project & People,5/16/22,QUT Canvas,,,Anthony,,FALSE,FALSE,Not-Ready,,,,12/24/30,5/16/22,,,,,,,Faculty,MR,,Certificate of Participation,QUTeX Fundamentals: Project & People,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q0000007pmqAAA,CC-0123,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000GrCIEA0,,,,TRUE,,,,,,,,3/11/86,,,EXOS0078,12/24/30,QUTeX Fundamentals: Psychology,5/16/22,QUT Canvas,,,Anthony,,FALSE,FALSE,Not-Ready,,,,12/24/30,5/16/22,,,,,,,Faculty,MR,,Certificate of Participation,QUTeX Fundamentals: Psychology,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q0000007pmrAAA,CC-0124,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000GrCJEA0,,,,TRUE,,,,,,,,3/11/86,,,EXOS0079,12/24/30,QUTeX Fundamentals: Reflective and Resilient Thinking,5/16/22,QUT Canvas,,,Anthony,,FALSE,FALSE,Not-Ready,,,,12/24/30,5/16/22,,,,,,,Faculty,MR,,Certificate of Participation,QUTeX Fundamentals: Reflective and Resilient Thinking,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q0000007pmsAAA,CC-0125,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000GrCKEA0,,,,TRUE,,,,,,,,3/11/86,,,EXOS0080,12/24/30,QUTeX Fundamentals: Understanding 'Digital' for the Modern Organisation,5/16/22,QUT Canvas,,,Anthony,,FALSE,FALSE,Not-Ready,,,,12/24/30,5/16/22,,,,,,,Faculty,MR,,Certificate of Participation,QUTeX Fundamentals: Understanding 'Digital' for the Modern Organisation,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q0000007pmtAAA,CC-0126,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000GrCLEA0,,,,TRUE,,,,,,,,3/11/86,,,EXOS0081,12/24/30,QUTeX Fundamentals: Understanding Organisational Behaviour,5/16/22,QUT Canvas,,,Anthony,,FALSE,FALSE,Not-Ready,,,,12/24/30,5/16/22,,,,,,,Faculty,MR,,Certificate of Participation,QUTeX Fundamentals: Understanding Organisational Behaviour,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q0000007pmuAAA,CC-0127,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000GrCMEA0,,,,FALSE,,,,,,,,3/11/86,,,EXOS0082,7/26/22,Rhythm and Movement for Self-Regulation: An Introduction,1/1/22,Blackboard,,,Anthony,,FALSE,FALSE,Success,,,,7/26/22,1/1/22,,,,,,,Faculty,MR,,,Rhythm and Movement for Self-Regulation: An Introduction,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q0000007pmvAAA,CC-0128,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000GrCNEA0,,,,TRUE,,,,,,,,3/11/86,,,EXOS0083,12/24/30,QUTeX Fundamentals: Strategic It-Enabled Innovation,5/16/22,QUT Canvas,,,Anthony,,FALSE,FALSE,Not-Ready,,,,12/24/30,5/16/22,,,,,,,Faculty,MR,,Certificate of Participation,QUTeX Fundamentals: Strategic It-Enabled Innovation,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q0000007pmwAAA,CC-0129,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000GrCOEA0,,,,FALSE,,,,,,,,3/11/86,,,EXOS0084,12/24/30,Trainee Solicitors Program: Core Units,5/16/22,QUT Canvas,,,Anthony,,FALSE,FALSE,Not-Ready,,,,12/24/30,5/16/22,,,,,,,Faculty,MR,,Certificate of Achievement,Trainee Solicitors Program: Core Units,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q0000007tu5AAA,CC-0133,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000GrCPEA0,,,,FALSE,,,,,,,,3/11/86,,,EXCM0001,6/17/22,Digital Project Board Governance: Masterclass,5/16/22,QUT Canvas,,,Anthony,,TRUE,FALSE,Not-Ready,,,,6/17/22,5/16/22,,,,,,,Faculty,MR,,Certificate of Participation,Digital Project Board Governance: Masterclass,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q0000007zZAAAY,CC-0138,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000GwIFEA0,,,,TRUE,,,,,,,,,,,GSZ603,8/18/22,Enterprise Leadership - Communicating for Results,7/5/22,QUT Canvas,,a1g8q0000000m3dAAA,Aubrey,,TRUE,FALSE,,,,,8/18/22,7/5/22,,,,,,,Faculty,,,Certificate of Participation,Enterprise Leadership - Communicating for Results,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q000000802JAAQ,CC-0139,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000GwIGEA0,,,,TRUE,,,,,,,,,,,GSZ606,8/31/22,Enterprise Leadership - Leading Strategic Initiatives,7/26/22,QUT Canvas,,a1g8q0000000m5oAAA,Patrick,,TRUE,FALSE,,,,,8/31/22,7/26/22,,,,,,,Faculty,,,Certificate of Participation,Enterprise Leadership - Leading Strategic Initiatives,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q000000802OAAQ,CC-0140,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000GwIHEA0,,,,TRUE,,,,,,,,5/9/83,,,GSZ608,10/5/22,Enterprise Leadership - Managing Stakeholder Relationships,8/11/22,QUT Canvas,,a1g8q0000000m5tAAA,Carla,,TRUE,FALSE,Success,,,,10/5/22,8/11/22,,,,,,,Faculty,DR,,Certificate of Participation,Enterprise Leadership - Managing Stakeholder Relationships,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q000000802TAAQ,CC-0141,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000GwIIEA0,,,,TRUE,,,,,,,,,,,GSZ615,10/13/22,Enterprise Leadership - Leader As Coach,8/31/22,QUT Canvas,,a1g8q0000000m5yAAA,Catherine,,TRUE,FALSE,,,,,10/13/22,8/31/22,,,,,,,Faculty,,,Certificate of Participation,Enterprise Leadership - Leader As Coach,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q000000803qAAA,CC-0142,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000GwIJEA0,,,,TRUE,,,,,,,,,,,EXOS0027,8/7/22,Innovative Thinking for Teachers & School Leaders,7/11/22,QUT Canvas,,a1g8q0000000m6IAAQ,Kai-Stefanie,,TRUE,FALSE,,,,,8/7/22,7/11/22,,,,,,,Faculty,,,Certificate of Participation,Innovative Thinking for Teachers & School Leaders,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q00000080mWAAQ,CC-0143,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000HIPAEA4,,,,TRUE,,,,,,,,,,,EXOS0013,8/7/22,Creating Apps in the Classroom,7/11/22,QUT Canvas,,a1g8q0000000m6XAAQ,Steve,,TRUE,FALSE,,,,,8/7/22,7/11/22,,,,,,,Faculty,,,Certificate of Participation,Creating Apps in the Classroom,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q000000815iAAA,CC-0144,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000HIftEAG,,,,TRUE,,,,,,,,,,,EXOS0032,8/4/22,"Leadership, Coaching & Culture",7/21/22,No LMS,,a1g8q0000000m6rAAA,Fran,,TRUE,FALSE,,,,,8/4/22,7/21/22,,,,,,,Faculty,,,Certificate of Participation,"Leadership, Coaching & Culture",0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q000000815nAAA,CC-0145,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000HIfyEAG,,,,TRUE,,,,,,,,,,,EXOS0021,8/14/22,First Nations' Perspectives for Teaching and Learning,7/18/22,Blackboard,,a1g8q0000000m6wAAA,Alison,,TRUE,FALSE,,,,,8/14/22,7/18/22,,,,,,,Faculty,,,Certificate of Participation,First Nations' Perspectives for Teaching and Learning,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q000000815sAAA,CC-0146,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000HInEEAW,,,,TRUE,,,,,,,,,,,EXOS0021,11/27/22,First Nations' Perspectives for Teaching and Learning,10/17/22,Blackboard,,a1g8q0000000m6wAAA,Alison,,TRUE,FALSE,,,,,11/27/22,10/17/22,,,,,,,Faculty,,,Certificate of Participation,First Nations' Perspectives for Teaching and Learning,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q000000815xAAA,CC-0147,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000HInJEAW,,,,TRUE,,,,,,,,,,,EXOS0015,7/19/22,Data Analytics and Machine Learning for Decision Making,7/19/22,No LMS,,a1g8q0000000m71AAA,Nayak,,TRUE,FALSE,,,,,7/19/22,7/19/22,,,,,,,Faculty,,,Certificate of Participation,Data Analytics and Machine Learning for Decision Making,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q000000816WAAQ,CC-0148,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000HJu5EAG,,,,TRUE,,,,,,,,,,,EXOS0051,7/22/22,Being Strategic: Thinking and Acting with Impact,7/22/22,No LMS,,a1g8q0000000m7VAAQ,Dr Ruth,,TRUE,FALSE,,,,,7/22/22,7/22/22,,,,,,,Faculty,,,Certificate of Participation,Being Strategic: Thinking and Acting with Impact,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q000000816bAAA,CC-0149,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000HJuFEAW,,,,TRUE,,,,,,,,,,,EXOS0051,11/18/22,Being Strategic: Thinking and Acting with Impact,11/18/22,No LMS,,a1g8q0000000m7VAAQ,Dr Ruth,,TRUE,FALSE,,,,,11/18/22,11/18/22,,,,,,,Faculty,,,Certificate of Participation,Being Strategic: Thinking and Acting with Impact,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q000000816lAAA,CC-0150,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000HL0VEAW,,,,TRUE,,,,,,,,,,,EXOS0054,8/21/22,Teaching Phonics in Early Childhood: Module Plus,7/25/22,QUT Canvas,,a1g8q0000000m7kAAA,Stacey,,TRUE,FALSE,,,,,8/21/22,7/25/22,,,,,,,Faculty,,,Certificate of Achievement,Teaching Phonics in Early Childhood: Module Plus,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q000000816qAAA,CC-0151,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000HL0fEAG,,,,FALSE,,,,,,,,,,,EXOS0054,8/21/22,Teaching Phonics in Early Childhood: Module Plus,7/25/22,QUT Canvas,,a1g8q0000000m7pAAA,Rachelle,,TRUE,FALSE,,,,,8/21/22,7/25/22,,,,,,,Faculty,,,Certificate of Achievement,Teaching Phonics in Early Childhood: Module Plus,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q000000817AAAQ,CC-0152,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000HNOSEA4,,,,TRUE,,,,,,,,,,,EXOS0055,6/12/22,Teaching Students who have Suffered Complex Trauma,5/16/22,QUT Canvas,,a1g8q0000000m84AAA,Judith,,TRUE,FALSE,,,,,6/12/22,5/16/22,,,,,,,Faculty,,,Certificate of Participation,Teaching Students who have Suffered Complex Trauma,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q000000817KAAQ,CC-0153,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000HNOTEA4,,,,FALSE,,,,,,,,,,,EXOS0055,6/12/22,Teaching Students who have Suffered Complex Trauma,5/16/22,QUT Canvas,,a1g8q0000000m89AAA,Stephanie,,TRUE,FALSE,,,,,6/12/22,5/16/22,,,,,,,Faculty,,,Certificate of Participation,Teaching Students who have Suffered Complex Trauma,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q000000817PAAQ,CC-0154,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000HNOUEA4,,,,TRUE,,,,,,,,,,,EXOS0055,8/21/22,Teaching Students who have Suffered Complex Trauma,7/25/22,QUT Canvas,,a1g8q0000000m84AAA,Judith,,TRUE,FALSE,,,,,8/21/22,7/25/22,,,,,,,Faculty,,,Certificate of Participation,Teaching Students who have Suffered Complex Trauma,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q000000817UAAQ,CC-0155,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000HNOVEA4,,,,FALSE,,,,,,,,,,,EXOS0055,8/21/22,Teaching Students who have Suffered Complex Trauma,7/25/22,QUT Canvas,,a1g8q0000000m89AAA,Stephanie,,TRUE,FALSE,,,,,8/21/22,7/25/22,,,,,,,Faculty,,,Certificate of Participation,Teaching Students who have Suffered Complex Trauma,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q000000817ZAAQ,CC-0156,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000HNOgEAO,,,,TRUE,,,,,,,,,,,EXOS0014,7/26/22,Creating Publications that Cut Through and Inspire Action,7/26/22,No LMS,,a1g8q0000000m8EAAQ,Cameron,,TRUE,FALSE,,,,,7/26/22,7/26/22,,,,,,,Faculty,,,Certificate of Participation,Creating Publications that Cut Through and Inspire Action,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q000000818DAAQ,CC-0157,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000HNOlEAO,,,,TRUE,,,,,,,,,,,LWN164,8/14/22,Health Care Law and Ethics,7/30/22,QUT Canvas,,a1g8q0000000m8YAAQ,Shih-Ning,,TRUE,FALSE,,,,,8/14/22,7/30/22,,,,,,,Faculty,,,Certificate of Participation,Health Care Law and Ethics,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q00000081AYAAY,CC-0158,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000HNOmEAO,,,,TRUE,,,,,,,,,,,EXOS0048,8/29/22,Rhythm and Movement for Self-Regulation,7/18/22,Blackboard,,a1g8q0000000m9WAAQ,Kate,,TRUE,FALSE,,,,,8/29/22,7/18/22,,,,,,,Faculty,,,Certificate of Participation,Rhythm and Movement for Self-Regulation,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q00000081AdAAI,CC-0159,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000HNOnEAO,,,,FALSE,,,,,,,,,,,EXOS0048,8/29/22,Rhythm and Movement for Self-Regulation,7/18/22,Blackboard,,a1g8q0000000m9bAAA,Rebecca,,TRUE,FALSE,,,,,8/29/22,7/18/22,,,,,,,Faculty,,,Certificate of Participation,Rhythm and Movement for Self-Regulation,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q00000081AiAAI,CC-0160,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000HNOoEAO,,,,TRUE,,,,,,,,,,,EXOS0048,12/31/23,Rhythm and Movement for Self-Regulation,10/10/22,Blackboard,,a1g8q0000000m9WAAQ,Kate,,TRUE,FALSE,,,,,12/31/23,10/10/22,,,,,,,Faculty,,,Certificate of Participation,Rhythm and Movement for Self-Regulation,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q00000081AnAAI,CC-0161,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000HNOpEAO,,,,FALSE,,,,,,,,,,,EXOS0048,12/31/23,Rhythm and Movement for Self-Regulation,10/10/22,Blackboard,,a1g8q0000000m9bAAA,Rebecca,,TRUE,FALSE,,,,,12/31/23,10/10/22,,,,,,,Faculty,,,Certificate of Participation,Rhythm and Movement for Self-Regulation,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q00000081DmAAI,CC-0162,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000HNOqEAO,,,,TRUE,,,,,,,,,,,EXOS0023,10/31/22,Human Factors and Ergonomics,7/27/22,QUT Canvas,,a1g8q0000000m9lAAA,Nektarios,,TRUE,FALSE,,,,,10/31/22,7/27/22,,,,,,,Faculty,,,Certificate of Participation,Human Factors and Ergonomics,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q00000081DrAAI,CC-0163,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000HNOrEAO,,,,TRUE,,,,,,,,,,,PUP116,12/31/22,Human Factors and Ergonomics with Assessment,7/27/22,QUT Canvas,,a1g8q0000000m9lAAA,Nektarios,,TRUE,FALSE,,,,,12/31/22,7/27/22,,,,,,,Faculty,,,Certificate of Achievement,Human Factors and Ergonomics with Assessment,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q00000081EaAAI,CC-0164,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000HNOsEAO,,,,TRUE,,,,,,,,,,,EUQM6520,8/28/22,Inclusive Strategies for the Autism Spectrum: Module Plus,8/1/22,Blackboard,,a1g8q0000000m9qAAA,Beth,,TRUE,FALSE,,,,,8/28/22,8/1/22,,,,,,,Faculty,,,Certificate of Achievement,Inclusive Strategies for the Autism Spectrum: Module Plus,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q00000081EfAAI,CC-0165,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000HNOtEAO,,,,FALSE,,,,,,,,,,,EUQM6520,8/28/22,Inclusive Strategies for the Autism Spectrum: Module Plus,8/1/22,Blackboard,,a1g8q0000000m9vAAA,Sofia,,TRUE,FALSE,,,,,8/28/22,8/1/22,,,,,,,Faculty,,,Certificate of Achievement,Inclusive Strategies for the Autism Spectrum: Module Plus,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q00000081EpAAI,CC-0166,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000HNOuEAO,,,,TRUE,,,,,,,,,,,EXOS0024,6/19/22,Inclusive Education: Core concepts and essential knowledge,5/23/22,QUT Canvas,,a1g8q0000000mA0AAI,Linda,,TRUE,FALSE,,,,,6/19/22,5/23/22,,,,,,,Faculty,,,Certificate of Participation,Inclusive Education: Core concepts and essential knowledge,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q00000081EuAAI,CC-0167,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000HNOvEAO,,,,FALSE,,,,,,,,,,,EXOS0024,6/19/22,Inclusive Education: Core concepts and essential knowledge,5/23/22,QUT Canvas,,a1g8q0000000mA5AAI,Haley,,TRUE,FALSE,,,,,6/19/22,5/23/22,,,,,,,Faculty,,,Certificate of Participation,Inclusive Education: Core concepts and essential knowledge,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q00000081EzAAI,CC-0168,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000HNOwEAO,,,,TRUE,,,,,,,,,,,EXOS0024,8/28/22,Inclusive Education: Core concepts and essential knowledge,8/1/22,QUT Canvas,,a1g8q0000000mA0AAI,Linda,,TRUE,FALSE,,,,,8/28/22,8/1/22,,,,,,,Faculty,,,Certificate of Participation,Inclusive Education: Core concepts and essential knowledge,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q00000081F4AAI,CC-0169,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000HNOxEAO,,,,FALSE,,,,,,,,,,,EXOS0024,8/28/22,Inclusive Education: Core concepts and essential knowledge,8/1/22,QUT Canvas,,a1g8q0000000mA5AAI,Haley,,TRUE,FALSE,,,,,8/28/22,8/1/22,,,,,,,Faculty,,,Certificate of Participation,Inclusive Education: Core concepts and essential knowledge,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q00000081F9AAI,CC-0170,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000HNOyEAO,,,,TRUE,,,,,,,,,,,EXOS0026,8/1/22,Indigenous Perspectives and Knowledges in Learning and Teaching,7/25/22,QUT Canvas,,a1g8q0000000mAAAAY,Peter,,TRUE,FALSE,,,,,8/1/22,7/25/22,,,,,,,Faculty,,,Certificate of Participation,Indigenous Perspectives and Knowledges in Learning and Teaching,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q00000081FJAAY,CC-0171,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000HNOzEAO,,,,FALSE,,,,,,,,,,,EXOS0026,8/1/22,Indigenous Perspectives and Knowledges in Learning and Teaching,7/25/22,QUT Canvas,,a1g8q0000000mAFAAY,Abby,,TRUE,FALSE,,,,,8/1/22,7/25/22,,,,,,,Faculty,,,Certificate of Participation,Indigenous Perspectives and Knowledges in Learning and Teaching,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q00000081HfAAI,CC-0172,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000HNP0EAO,,,,TRUE,,,,,,,,9/25/50,,,EXOS0029,8/27/22,Leadership In Health Management,8/11/22,Blackboard,,a1g8q0000000mAKAAY,Paula,,TRUE,FALSE,Success,,,,8/27/22,8/11/22,,,,,,,Faculty,MS,,Certificate of Participation,Leadership In Health Management,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q00000081HkAAI,CC-0173,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000HNP1EAO,,,,TRUE,,,,,,,,9/25/50,,,PUN632,12/31/22,Leadership In Health Management with Assessment,8/11/22,Blackboard,,a1g8q0000000mAKAAY,Paula,,TRUE,FALSE,Success,,,,12/31/22,8/11/22,,,,,,,Faculty,MS,,Certificate of Achievement,Leadership In Health Management with Assessment,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
[hed__Course_Enrollment__c],a098q00000081I9AAI,CC-0174,0128q0000004JlpAAE,0038r0000040Ua6AAE,a0B8q000000HNP2EAO,,,,TRUE,,,,,,,,,,,EXOS0059,8/31/22,Using Design Thinking to Create Place-based Social Change,8/17/22,No LMS,,a1g8q0000000m7VAAQ,Dr Ruth,,TRUE,FALSE,,,,,8/31/22,8/17/22,,,,,,,Faculty,,,Certificate of Participation,Using Design Thinking to Create Place-based Social Change,0,,,QUTeX Products Term,,,,,,FALSE,FALSE
